"LOCATION","Country","VAR","Variable","ISIC4","ISIC4","SRC","Source","SCL","Size Class","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HRV","Croatia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","HRK","Croatian Kuna","6","Millions",,,0.202,"B","Break"
"HRV","Croatia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","HRK","Croatian Kuna","6","Millions",,,0.194,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","CYP","Cyprus Pound","6","Millions",,,0.075,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","CYP","Cyprus Pound","6","Millions",,,0.076,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","CYP","Cyprus Pound","6","Millions",,,0.08,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","CYP","Cyprus Pound","6","Millions",,,0.077,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","CYP","Cyprus Pound","6","Millions",,,0.085,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","CYP","Cyprus Pound","6","Millions",,,0.087,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","CYP","Cyprus Pound","6","Millions",,,0.084,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","CYP","Cyprus Pound","6","Millions",,,0.084,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","CYP","Cyprus Pound","6","Millions",,,0.086,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","CYP","Cyprus Pound","6","Millions",,,0.088,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","CYP","Cyprus Pound","6","Millions",,,0.082,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","CYP","Cyprus Pound","6","Millions",,,0.081,,
"CYP","Cyprus","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","CYP","Cyprus Pound","6","Millions",,,0.083,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.022,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.024,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.029,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.03,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.034,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.038,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.039,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.036,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.035,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.04,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.04,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.04,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.039,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.044,"B","Break"
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.05,,
"EST","Estonia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.046,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.013,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.015,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.018,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.022,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.019,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.018,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.018,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.019,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.02,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.022,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.02,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.02,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.022,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.024,,
"LVA","Latvia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.025,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.008,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.01,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.012,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.015,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.014,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.015,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.016,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.016,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.017,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.02,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.019,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.021,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.024,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.023,"B","Break"
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.025,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.027,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","RON","Romanian Leu","6","Millions",,,0.021,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","RON","Romanian Leu","6","Millions",,,0.028,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","RON","Romanian Leu","6","Millions",,,0.031,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","RON","Romanian Leu","6","Millions",,,0.044,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","RON","Romanian Leu","6","Millions",,,0.043,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","RON","Romanian Leu","6","Millions",,,0.049,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","RON","Romanian Leu","6","Millions",,,0.047,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","RON","Romanian Leu","6","Millions",,,0.049,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","RON","Romanian Leu","6","Millions",,,0.049,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","RON","Romanian Leu","6","Millions",,,0.052,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","RON","Romanian Leu","6","Millions",,,0.054,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","RON","Romanian Leu","6","Millions",,,0.059,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","RON","Romanian Leu","6","Millions",,,0.063,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","RON","Romanian Leu","6","Millions",,,0.068,"B","Break"
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","RON","Romanian Leu","6","Millions",,,0.073,,
"ROU","Romania","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","RON","Romanian Leu","6","Millions",,,0.078,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.03,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.031,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.033,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.034,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.031,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.034,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.032,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.031,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.031,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.032,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.032,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.032,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.034,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.033,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.034,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","36_39","Water supply; sewerage, waste management and remediation activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.037,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.047,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.049,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.053,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.056,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.052,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.051,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.051,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.053,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.053,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.054,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.055,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.057,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.058,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.061,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.061,,
"AUT","Austria","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.063,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.042,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.044,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.047,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.049,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.049,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.049,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.051,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.049,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.05,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.051,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.053,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.053,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.054,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.057,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.06,,
"BEL","Belgium","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.057,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","CZK","Czech Koruna","6","Millions",,,0.344,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","CZK","Czech Koruna","6","Millions",,,0.409,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","CZK","Czech Koruna","6","Millions",,,0.435,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","CZK","Czech Koruna","6","Millions",,,0.452,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","CZK","Czech Koruna","6","Millions",,,0.434,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","41_43","Construction","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","CZK","Czech Koruna","6","Millions",,,0.41,,
