"LOCATION","Country","IND","Variable","SEC","ISIC4","SCL","Size Class","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,13.3,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,10.4,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.3,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.5,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.5,"B","Break"
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.6,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.4,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,12,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,12.2,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,11.7,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,11,,
"EST","Estonia","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,10.9,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,8,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.6,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.6,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.1,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.2,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.2,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.3,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.4,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.8,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7.6,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,7.2,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,7.3,,
"SWE","Sweden","B_R","Birth rate of all enterprises","55_56","Accommodation and food service activities","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,6.8,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.9,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.5,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.5,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.4,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,4.3,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,4.6,,
"CHE","Switzerland","B_R","Birth rate of all enterprises","05_39","Industry (except construction)","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,4.6,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.3,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.4,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.1,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,8.2,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.8,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,10.4,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,10.2,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.1,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.8,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,11,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.5,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.4,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.9,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8.5,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,8.1,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,7.6,,
"SVN","Slovenia","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,6.9,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,11,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,11.8,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,10.9,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,12.4,"B","Break"
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,12.4,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,13.2,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,14.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,13.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,13.7,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.8,"B","Break"
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.7,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10.9,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,10.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,10.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,8.1,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.4,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,8.5,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,9.2,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.5,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.7,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.1,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.3,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.4,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.2,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,10.1,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,10,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,10,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","41_43","Construction","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,8.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,11.1,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,6.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.5,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.8,"B","Break"
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.1,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.8,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,7.9,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,6.3,,
"EST","Estonia","B_R","Birth rate of all enterprises","36_39","Water supply; sewerage, waste management and remediation activities","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,8.9,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,11.4,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,10.6,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.6,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.6,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,12,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,11.2,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.1,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13.5,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,11.7,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.5,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,11.5,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,11.3,,
"LUX","Luxembourg","B_R","Birth rate of all enterprises","58_63","Information and communication","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,10.3,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.6,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.5,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,10.1,"B","Break"
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,11,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,9.5,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,9.4,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.7,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.8,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.4,"B","Break"
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.1,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.8,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.3,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,9.6,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,9.4,,
"AUT","Austria","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,7.1,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,21.2,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,21.6,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,29,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,24.3,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,21.3,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.1,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.5,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.7,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.1,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.7,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,8.5,,
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,10.7,"B","Break"
"DEU","Germany","B_R","Birth rate of all enterprises","35","Electricity, gas, steam and air conditioning supply","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,5.7,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.8,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,7,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.8,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.6,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.8,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.5,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.1,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.7,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,6.8,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,6.3,,
"NOR","Norway","B_R","Birth rate of all enterprises","45_47","Wholesale and retail trade; repair of motor vehicles and motorcycles","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,6.9,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,17.5,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,12.3,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,11.1,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,17.2,"B","Break"
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,16.2,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,23.1,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,11.6,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,12.3,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,11.7,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,14.3,,
"ROU","Romania","B_R","Birth rate of all enterprises","77_82","Administrative and support service activities","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,12,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,4.8,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,4.5,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,5.3,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.4,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.9,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.5,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.2,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.1,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.8,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,6.1,,
"SWE","Sweden","B_R","Birth rate of all enterprises","49_53","Transportation and storage","TOTAL","Total","2019","2019","PC","Percentage","0","Units",,,6.4,,
